STATE_UT_NAME,DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,monsoon_total,winter_total,summer_total,annual_total
MAHARASHTRA,HINGOLI,5.0,4.8,7.2,6.1,13.4,185.2,243.3,255.7,164.9,66.2,18.2,9.4,849.1,9.8,26.7,979.4
MAHARASHTRA,AKOLA,8.6,5.3,8.8,4.4,9.7,142.9,226.3,204.3,128.8,52.8,16.7,6.8,702.3,13.9,22.9,815.4
MAHARASHTRA,AMRAVATI,10.1,6.3,7.8,3.7,6.4,137.2,254.2,243.8,151.4,53.0,15.2,8.3,786.6,16.4,17.9,897.4
MAHARASHTRA,BHANDARA,15.9,13.2,17.7,10.2,11.4,168.0,376.4,391.2,201.6,61.8,13.4,11.9,1137.2,29.1,39.3,1292.7
MAHARASHTRA,BULDHANA,4.6,3.0,6.1,2.9,8.0,139.7,191.5,195.3,120.1,52.7,16.0,7.0,646.6,7.6,17.0,746.9
MAHARASHTRA,CHANDRAPUR,11.4,8.9,14.6,10.8,11.6,180.6,374.0,374.1,203.1,65.1,9.9,7.9,1131.8,20.3,37.0,1272.0
MAHARASHTRA,NAGPUR,13.7,10.9,15.9,9.7,11.0,158.0,308.9,280.6,176.4,56.9,14.3,12.1,923.9,24.6,36.6,1068.4
MAHARASHTRA,YAVATMAL,8.6,4.6,11.0,7.7,11.9,173.6,267.1,262.8,151.5,61.9,13.2,8.9,855.0,13.2,30.6,982.8
MAHARASHTRA,WARDHA,11.2,9.2,13.1,8.5,15.9,169.7,273.6,273.2,163.8,57.9,15.1,15.8,880.3,20.4,37.5,1027.0
MAHARASHTRA,GADCHIROLI,9.6,7.6,14.0,12.2,17.0,209.2,454.0,441.4,198.4,68.8,11.2,6.4,1303.0,17.2,43.2,1449.8
MAHARASHTRA,WASHIM,9.0,5.7,7.5,4.9,8.3,173.0,245.4,250.4,156.8,61.0,11.5,7.4,825.6,14.7,20.7,940.9
MAHARASHTRA,GONDIA,15.2,11.2,16.3,9.1,8.4,174.1,418.1,424.3,212.3,58.9,10.7,12.1,1228.8,26.4,33.8,1370.7
CHATISGARH,BASTAR,8.2,8.6,16.2,36.7,38.6,203.8,350.9,373.9,225.6,81.4,12.4,6.3,1154.2,16.8,91.5,1362.6
CHATISGARH,BILASPUR,17.4,17.2,17.9,15.0,18.1,171.1,357.9,336.3,202.5,54.8,9.4,11.4,1067.8,34.6,51.0,1229.0
CHATISGARH,DURG,6.4,5.7,12.3,7.0,9.3,173.0,325.6,320.7,198.7,56.5,4.7,3.0,1018.0,12.1,28.6,1122.9
CHATISGARH,RAIGARH,11.0,12.8,11.6,11.4,18.3,179.8,373.2,356.9,233.6,49.5,6.6,5.2,1143.5,23.8,41.3,1269.9
CHATISGARH,RAIPUR,6.5,8.5,12.3,9.2,16.5,170.3,352.9,327.1,196.7,52.6,7.4,4.6,1047.0,15.0,38.0,1164.6
CHATISGARH,SURGUJA,18.7,15.1,13.6,8.5,14.5,198.5,393.7,379.2,223.7,50.7,9.2,6.5,1195.1,33.8,36.6,1331.9
CHATISGARH,RAJNANDGAON,9.0,9.2,12.6,7.8,15.5,169.3,351.6,341.1,214.6,60.9,8.4,9.3,1076.6,18.2,35.9,1209.3
CHATISGARH,DANTEWADA,2.6,0.8,4.5,14.7,21.9,180.5,407.9,381.0,208.7,93.2,10.8,1.3,1178.1,3.4,41.1,1327.9
CHATISGARH,KANKER (NORH,7.9,11.1,14.8,18.1,19.9,191.7,392.5,423.4,229.1,73.7,8.3,4.7,1236.7,19.0,52.8,1395.2
CHATISGARH,JANJGIR-CHAMP,13.1,12.1,14.2,7.0,11.3,167.6,394.1,417.2,223.0,44.1,5.2,6.9,1201.9,25.2,32.5,1315.8
CHATISGARH,KORBA,17.2,15.4,15.8,12.4,12.2,183.2,409.8,434.7,215.8,47.1,14.2,7.7,1243.5,32.6,40.4,1385.5
CHATISGARH,JASHPUR,19.6,21.2,13.8,17.9,31.6,245.2,428.6,417.4,257.4,75.5,9.0,7.2,1348.6,40.8,63.3,1544.4
CHATISGARH,DHAMTARI,3.9,9.0,11.4,11.3,17.2,157.9,357.8,326.6,208.3,57.8,4.2,3.2,1050.6,12.9,39.9,1168.6
CHATISGARH,MAHASAMUND,3.7,7.8,12.2,5.6,10.4,171.8,332.4,339.9,199.9,49.8,5.3,2.5,1044.0,11.5,28.2,1141.3
CHATISGARH,KORIYA,15.9,7.2,9.8,4.3,5.8,159.7,389.1,382.8,207.3,29.2,6.4,5.9,1138.9,23.1,19.9,1223.4
CHATISGARH,KOWARDHA (KAB,12.6,13.9,14.0,7.6,16.7,141.9,281.2,286.1,173.7,58.9,11.1,11.6,882.9,26.5,38.3,1029.3
CHATISGARH,NARAYANPUR,6.9,8.7,14.7,22.7,24.5,189.3,399.9,425.7,212.5,84.7,10.9,4.0,1227.4,15.6,61.9,1404.5
CHATISGARH,BIJAPUR,6.2,4.2,11.9,18.9,12.4,195.9,458.2,486.1,228.9,92.8,9.4,3.3,1369.1,10.4,43.2,1528.2
ANDHRA PRADESH,EAST GODAVARI,6.0,10.1,11.3,22.8,75.3,131.9,206.4,188.4,177.2,199.0,69.8,7.8,703.9,16.1,109.4,1106.0
ANDHRA PRADESH,WEST GODAVARI,6.1,10.7,8.7,19.0,55.8,135.8,240.2,227.8,180.1,197.8,66.7,11.7,783.9,16.8,83.5,1160.4
ANDHRA PRADESH,GUNTUR,5.5,7.7,7.7,15.0,58.4,90.2,147.3,155.4,150.1,143.9,75.8,14.5,543.0,13.2,81.1,871.5
ANDHRA PRADESH,KRISHNA,4.6,6.3,8.7,16.9,46.8,120.9,216.6,194.2,169.7,164.2,66.1,12.1,701.4,10.9,72.4,1027.1
ANDHRA PRADESH,NELLORE,15.7,11.6,6.0,15.2,51.4,53.4,91.2,95.0,112.8,248.2,283.9,107.2,352.4,27.3,72.6,1091.6
ANDHRA PRADESH,PRAKASAM,7.9,8.8,10.5,14.9,52.3,64.3,99.3,95.9,123.0,181.9,115.0,32.1,382.5,16.7,77.7,805.9
ANDHRA PRADESH,SRIKAKULAM,7.9,18.1,17.2,26.3,63.9,145.0,190.2,202.4,208.1,211.4,69.8,4.9,745.7,26.0,107.4,1165.2
ANDHRA PRADESH,VISAKHAPATNAM,8.8,10.8,17.6,44.7,96.6,132.6,178.2,178.2,185.4,204.3,59.2,4.3,674.4,19.6,158.9,1120.7
ANDHRA PRADESH,VIZIANAGARAM,8.7,14.4,17.7,32.3,90.7,140.7,181.5,194.8,209.1,188.1,56.3,6.1,726.1,23.1,140.7,1140.4
ANDHRA PRADESH,ADILABAD,7.5,7.0,11.4,11.9,18.2,178.4,317.4,291.7,171.4,83.0,14.8,7.3,958.9,14.5,41.5,1120.0
ANDHRA PRADESH,HYDERABAD,5.9,7.4,14.6,20.4,33.8,110.7,176.8,190.5,165.5,95.6,23.7,6.4,643.5,13.3,68.8,851.3
ANDHRA PRADESH,KARIMNAGAR,10.8,5.6,10.8,15.7,24.0,153.2,257.3,226.7,163.1,85.9,20.8,5.9,800.3,16.4,50.5,979.8
ANDHRA PRADESH,KHAMMAM,4.5,7.1,10.6,23.8,52.6,150.3,282.8,256.4,170.9,106.9,24.5,4.5,860.4,11.6,87.0,1094.9
ANDHRA PRADESH,MAHABUBNAGAR,1.8,2.9,5.6,16.6,34.1,91.1,161.6,158.2,148.8,85.4,21.2,3.8,559.7,4.7,56.3,731.1
ANDHRA PRADESH,MEDAK,6.5,4.9,9.5,18.8,28.0,138.2,229.4,211.1,165.2,86.6,19.3,4.8,743.9,11.4,56.3,922.3
ANDHRA PRADESH,NALGONDA,4.1,4.3,9.2,15.1,28.7,103.2,154.7,147.2,149.6,105.8,32.0,6.6,554.7,8.4,53.0,760.5
ANDHRA PRADESH,NIZAMABAD,7.9,4.4,8.8,12.3,24.5,161.3,289.4,296.5,172.9,91.3,17.1,5.5,920.1,12.3,45.6,1091.9
ANDHRA PRADESH,WARANGAL,8.3,7.8,12.3,14.2,28.7,147.6,271.2,222.3,155.5,88.9,22.9,7.2,796.6,16.1,55.2,986.9
ANDHRA PRADESH,RANGAREDDY,3.1,4.0,7.4,21.1,34.6,109.4,190.6,176.5,177.2,94.5,19.1,4.3,653.7,7.1,63.1,841.8
ANDHRA PRADESH,ANANTAPUR,3.0,3.3,6.1,18.9,56.7,55.2,64.3,74.5,128.8,115.0,35.3,11.6,322.8,6.3,81.7,572.7
ANDHRA PRADESH,CHITTOOR,7.7,7.6,10.1,25.6,67.2,66.8,100.1,110.2,140.0,167.2,137.3,58.4,417.1,15.3,102.9,898.2
ANDHRA PRADESH,KUDDAPAH,1.9,2.4,4.7,17.3,47.6,69.8,101.1,108.6,124.6,137.3,77.2,24.4,404.1,4.3,69.6,716.9
ANDHRA PRADESH,KURNOOL,1.2,1.9,5.7,18.3,51.7,80.5,115.8,124.3,139.6,105.6,28.4,6.6,460.2,3.1,75.7,679.6
TAMIL NADU,VELLORE,8.1,6.8,9.2,22.3,75.0,65.9,107.3,129.0,163.9,163.2,127.2,58.3,466.1,14.9,106.5,936.2
TAMIL NADU,COIMBATORE,8.1,12.2,17.2,53.4,79.7,32.9,47.2,40.6,69.1,151.9,129.6,47.4,189.8,20.3,150.3,689.3
TAMIL NADU,DHARMAPURI,8.0,10.2,15.9,41.7,102.8,53.6,77.9,99.3,162.6,180.5,103.3,46.3,393.4,18.2,160.4,902.1
TAMIL NADU,KANYAKUMARI,18.4,22.0,42.5,104.3,141.5,186.1,112.5,76.7,102.1,226.3,208.6,61.5,477.4,40.4,288.3,1302.5
TAMIL NADU,CHENNAI,22.1,14.6,3.0,12.0,43.5,64.1,108.6,147.9,118.5,266.5,367.8,155.6,439.1,36.7,58.5,1324.2
TAMIL NADU,MADURAI,13.6,14.5,20.6,57.8,66.4,48.7,66.6,87.3,133.3,206.2,151.3,61.6,335.9,28.1,144.8,927.9
TAMIL NADU,NILGIRIS,23.1,26.2,35.6,82.4,117.3,169.8,260.8,180.9,148.4,217.9,181.2,79.1,759.9,49.3,235.3,1522.7
TAMIL NADU,RAMANATHAPURA,33.0,18.3,23.5,53.0,39.0,16.9,30.1,44.2,58.1,182.4,187.2,122.1,149.3,51.3,115.5,807.8
TAMIL NADU,SALEM,8.5,7.5,16.0,54.0,100.8,65.1,96.4,119.6,159.5,190.9,123.8,55.8,440.6,16.0,170.8,997.9
TAMIL NADU,THANJAVUR,26.9,15.4,17.3,30.5,54.3,39.8,65.0,101.8,111.8,183.8,219.2,147.3,318.4,42.3,102.1,1013.1
TAMIL NADU,TIRUCHIRAPPAL,13.6,9.1,11.8,38.4,59.7,31.5,53.2,73.8,135.4,173.2,139.9,78.4,293.9,22.7,109.9,818.0
TAMIL NADU,TIRUNELVELI,35.4,33.9,48.1,70.4,47.7,37.9,39.5,26.8,38.2,157.5,210.1,99.6,142.4,69.3,166.2,845.1
TAMIL NADU,ERODE,6.6,9.5,16.8,44.5,81.1,27.5,38.9,57.6,105.8,158.9,110.5,45.2,229.8,16.1,142.4,702.9
TAMIL NADU,PUDUKKOTTAI,23.2,9.9,13.5,34.2,49.8,44.6,79.3,109.0,117.7,158.0,147.1,101.1,350.6,33.1,97.5,887.4
TAMIL NADU,DINDIGUL,19.0,11.9,22.4,62.6,83.0,41.2,55.9,70.5,127.8,188.1,159.0,89.3,295.4,30.9,168.0,930.7
TAMIL NADU,VIRUDHUNAGAR,18.8,24.0,28.8,67.5,65.2,22.1,35.8,51.4,87.5,180.7,172.7,65.6,196.8,42.8,161.5,820.1
TAMIL NADU,SIVAGANGA,15.6,12.3,17.5,46.1,57.6,41.9,72.0,88.2,98.9,187.1,148.5,87.1,301.0,27.9,121.2,872.8
TAMIL NADU,THOOTHUKUDI,24.6,18.2,29.1,51.5,31.0,7.1,15.9,15.8,36.1,151.3,185.4,90.3,74.9,42.8,111.6,656.3
TAMIL NADU,TIRUVANNAMALA,14.7,11.8,11.4,19.3,68.2,62.4,96.0,142.3,167.4,194.2,170.2,82.1,468.1,26.5,98.9,1040.0
TAMIL NADU,NAGAPATTINAM,62.6,23.1,18.5,24.0,38.0,36.8,59.9,93.0,96.4,241.2,411.7,288.1,286.1,85.7,80.5,1393.3
TAMIL NADU,VILUPPURAM,18.5,9.7,9.3,16.3,50.4,48.9,83.9,130.2,145.3,186.5,195.1,117.5,408.3,28.2,76.0,1011.6
TAMIL NADU,CUDDALORE,27.9,16.2,14.6,17.0,50.1,47.3,75.1,129.2,131.5,220.2,295.3,182.3,383.1,44.1,81.7,1206.7
TAMIL NADU,KANCHIPURAM,17.3,11.8,3.3,16.4,46.3,68.4,109.5,164.1,148.8,225.8,283.0,133.0,490.8,29.1,66.0,1227.7
TAMIL NADU,TIRUVALLUR,18.0,13.5,5.1,13.7,48.4,68.6,110.3,135.4,137.3,211.0,261.3,117.0,451.6,31.5,67.2,1139.6
TAMIL NADU,THENI,16.0,19.4,35.4,73.4,59.5,22.0,32.6,33.3,70.5,167.7,139.0,51.2,158.4,35.4,168.3,720.0
TAMIL NADU,NAMAKKAL,6.5,7.4,12.7,44.1,91.8,44.0,68.0,97.4,129.9,156.8,98.8,36.0,339.3,13.9,148.6,793.4
TAMIL NADU,KARUR,9.7,7.8,10.4,38.0,60.8,19.8,35.7,51.8,106.3,144.6,119.1,51.0,213.6,17.5,109.2,655.0
TAMIL NADU,PERAMBALUR,13.1,8.3,12.7,30.8,65.4,32.6,50.3,81.9,125.9,191.0,155.0,94.9,290.7,21.4,108.9,861.9
TAMIL NADU,TIRUVARUR,40.9,19.2,17.2,33.7,46.8,33.4,64.0,94.0,105.0,200.3,304.0,214.8,296.4,60.1,97.7,1173.3
TAMIL NADU,KRISHNAGIRI,4.9,5.8,12.3,39.9,99.4,55.9,75.4,96.4,171.3,176.9,77.9,34.6,399.0,10.7,151.6,850.7
TAMIL NADU,ARIYALUR,21.2,11.3,13.1,21.9,66.8,51.5,72.7,129.2,138.6,193.4,205.2,146.9,392.0,32.5,101.8,1071.8
TAMIL NADU,TIRUPUR,7.1,6.9,13.4,48.0,73.7,22.0,27.1,31.7,74.0,147.7,120.0,46.6,154.8,14.0,135.1,618.2
PONDICHERRY,PONDICHERRY,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8,126.0,270.7,368.5,203.9,385.0,37.5,70.9,1336.5
PONDICHERRY,KARAIKAL,53.3,42.9,17.1,17.0,32.5,50.0,59.2,82.3,101.6,275.7,475.1,297.7,293.1,96.2,66.6,1504.4
PONDICHERRY,MAHE,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8,126.0,270.7,368.5,203.9,385.0,37.5,70.9,1336.5
PONDICHERRY,YANAM,17.9,19.6,16.6,10.7,43.6,46.9,84.3,127.8,126.0,270.7,368.5,203.9,385.0,37.5,70.9,1336.5
KARNATAKA,UTTAR KANNADA,0.3,0.1,2.7,22.1,114.0,740.9,1053.8,667.7,258.5,155.1,44.1,11.2,2720.9,0.4,138.8,3070.5
KARNATAKA,DAKSHIN KANDA,1.9,0.7,6.4,39.8,180.9,977.2,1227.2,833.6,313.6,236.9,82.0,15.6,3351.6,2.6,227.1,3915.8
KARNATAKA,UDUPI,1.4,0.4,4.1,29.4,193.8,1081.0,1371.6,902.2,404.9,223.8,74.6,18.8,3759.7,1.8,227.3,4306.0
KARNATAKA,BELGAM,0.7,0.9,6.2,30.2,74.8,130.4,204.0,126.7,113.0,116.6,30.6,5.1,574.1,1.6,111.2,839.2
KARNATAKA,BIDAR,5.9,6.1,10.1,21.7,31.4,137.1,190.7,196.6,170.5,93.5,20.9,6.2,694.9,12.0,63.2,890.7
KARNATAKA,BIJAPUR,2.4,2.7,5.2,20.1,46.5,94.5,91.8,91.3,158.4,111.7,24.9,6.9,436.0,5.1,71.8,656.4
KARNATAKA,DHARWAD,2.3,3.2,6.9,46.6,82.5,113.8,149.1,101.6,119.5,120.4,39.6,6.2,484.0,5.5,136.0,791.7
KARNATAKA,GULBARGA,4.3,2.9,6.2,19.7,36.4,112.8,156.1,167.6,184.0,105.3,20.8,4.5,620.5,7.2,62.3,820.6
KARNATAKA,YADGIR,4.4,3.6,5.2,20.5,36.8,116.8,153.0,161.2,179.8,123.4,24.5,5.3,610.8,8.0,62.5,834.5
KARNATAKA,RAICHUR,1.4,2.0,4.1,17.7,40.5,81.7,110.2,122.2,147.5,110.5,21.4,5.9,461.6,3.4,62.3,665.1
KARNATAKA,BAGALKOTE,1.8,1.5,4.5,23.5,57.3,80.1,73.6,72.5,137.1,112.8,25.3,7.0,363.3,3.3,85.3,597.0
KARNATAKA,GADAG,1.2,1.0,3.9,33.5,71.7,85.1,70.4,75.3,137.5,121.1,33.0,7.5,368.3,2.2,109.1,641.2
KARNATAKA,HAVERI,0.3,0.5,4.0,43.6,78.5,114.7,169.8,111.1,99.5,119.0,43.9,7.0,495.1,0.8,126.1,791.9
KARNATAKA,KOPPAL,1.2,0.4,2.5,19.2,50.5,72.2,75.6,89.1,145.7,108.1,25.8,8.0,382.6,1.6,72.2,598.3
KARNATAKA,BANGALORE RUR,1.7,5.8,7.6,36.2,93.1,71.2,91.7,118.1,170.9,171.8,55.4,13.5,451.9,7.5,136.9,837.0
KARNATAKA,BELLARY,1.4,1.4,2.9,26.2,57.9,72.4,77.0,89.3,137.3,116.3,31.1,9.6,376.0,2.8,87.0,622.8
KARNATAKA,CHIKMAGALUR,1.6,2.0,12.0,60.2,105.9,395.0,662.1,425.0,175.2,167.4,58.8,12.3,1657.3,3.6,178.1,2077.5
KARNATAKA,CHITRADURGA,1.4,1.2,4.4,25.8,64.9,50.5,56.1,58.9,105.5,116.4,33.8,8.8,271.0,2.6,95.1,527.7
KARNATAKA,KODAGU,3.5,4.2,18.5,89.8,152.7,542.2,884.4,543.9,211.4,201.7,71.6,17.5,2181.9,7.7,261.0,2741.4
KARNATAKA,HASSAN,1.3,2.5,10.7,55.1,102.2,125.0,203.8,130.0,115.5,156.0,54.1,10.9,574.3,3.8,168.0,967.1
KARNATAKA,KOLAR,2.7,4.5,10.4,27.8,74.4,63.3,76.4,91.2,151.8,148.2,58.8,21.6,382.7,7.2,112.6,731.1
KARNATAKA,MANDYA,1.9,3.6,7.6,45.3,105.1,48.7,49.3,58.9,128.2,153.1,47.0,14.0,285.1,5.5,158.0,662.7
KARNATAKA,MYSORE,2.5,3.5,11.4,58.7,124.6,79.7,92.4,64.8,106.7,152.4,48.8,13.1,343.6,6.0,194.7,758.6
KARNATAKA,SHIMOGA,0.5,0.4,6.3,38.0,78.3,346.8,624.3,403.8,139.1,137.5,44.6,8.3,1514.0,0.9,122.6,1827.9
KARNATAKA,TUMKUR,2.4,3.0,7.1,34.0,87.1,61.5,69.7,79.5,148.5,148.9,46.7,10.1,359.2,5.4,128.2,698.5
KARNATAKA,BANGALORE URB,2.3,6.7,8.2,39.2,106.3,73.9,91.6,128.9,181.3,159.7,53.9,18.0,475.7,9.0,153.7,870.0
KARNATAKA,CHAMARAJANAGA,3.4,6.0,13.2,69.2,131.2,61.8,68.7,66.0,124.1,157.8,62.7,24.3,320.6,9.4,213.6,788.4
KARNATAKA,DAVANGERE,1.1,0.8,4.2,35.0,74.0,78.7,102.9,87.0,116.3,124.4,44.9,7.4,384.9,1.9,113.2,676.7
KARNATAKA,RAMNAGAR(BNGR),1.5,4.7,10.2,47.9,122.3,73.1,84.5,108.8,187.6,174.1,54.0,15.0,454.0,6.2,180.4,883.7
KARNATAKA,CHICKBALLAPUR,2.1,4.6,8.2,27.2,69.4,64.3,89.2,104.9,153.4,156.8,52.9,15.5,411.8,6.7,104.8,748.5
KERALA,ALAPPUZHA,17.5,27.9,45.1,134.0,298.7,593.0,533.0,343.1,276.8,332.9,187.6,51.6,1745.9,45.4,477.8,2841.2
KERALA,CANNUR,2.5,2.0,7.6,57.9,235.0,852.4,1055.0,540.9,220.7,229.4,91.6,24.1,2669.0,4.5,300.5,3319.1
KERALA,ERNAKULAM,13.2,18.8,31.2,112.0,300.4,696.4,670.2,401.3,297.1,299.9,145.0,44.4,2065.0,32.0,443.6,3029.9
KERALA,KOTTAYAM,13.0,24.9,42.3,136.1,281.8,649.1,591.4,386.0,270.8,316.6,177.4,41.1,1897.3,37.9,460.2,2930.5
KERALA,KOZHIKODE,2.3,3.9,15.1,80.9,256.6,895.8,955.2,500.9,251.2,262.1,130.1,30.0,2603.1,6.2,352.6,3384.1
KERALA,MALAPPURAM,1.7,3.9,12.7,86.8,221.3,660.9,792.9,395.3,211.3,290.4,135.1,22.8,2060.4,5.6,320.8,2835.1
KERALA,PALAKKAD,2.9,6.5,22.5,98.7,158.7,464.3,595.4,333.8,179.2,263.8,138.6,25.6,1572.7,9.4,279.9,2290.0
KERALA,KOLLAM,17.5,33.7,62.6,158.5,248.5,457.7,398.0,258.7,217.9,362.7,221.4,54.5,1332.3,51.2,469.6,2491.7
KERALA,THRISSUR,3.4,7.5,17.0,79.2,289.1,707.4,772.9,440.1,277.1,296.3,138.1,35.0,2197.5,10.9,385.3,3063.1
KERALA,THIRUVANANTHA,19.3,21.1,35.5,116.7,216.6,338.7,228.9,142.0,161.7,268.0,192.0,62.7,871.3,40.4,368.8,1803.2
KERALA,IDUKKI,13.4,22.1,43.6,150.4,232.6,651.6,788.9,527.3,308.4,343.2,172.9,48.1,2276.2,35.5,426.6,3302.5
KERALA,KASARGOD,2.3,1.0,8.4,46.9,217.6,999.6,1108.5,636.3,263.1,234.9,84.6,18.4,3007.5,3.3,272.9,3621.6
KERALA,PATHANAMTHITTA,19.8,45.2,73.9,184.9,294.7,556.9,539.9,352.7,266.2,359.4,213.5,51.3,1715.7,65.0,553.5,2958.4
KERALA,WAYANAD,4.8,8.3,17.5,83.3,174.6,698.1,1110.4,592.9,230.7,213.1,93.6,25.8,2632.1,13.1,275.4,3253.1
LAKSHADWEEP,LAKSHADWEEP,20.8,14.7,11.8,48.9,171.7,330.2,287.7,217.5,163.1,157.1,117.7,58.8,998.5,35.5,232.4,1600.0
